variant,date,sequences
A/Bangkok/P3755/2023,2023-09-28,1
A/Bangkok/P3755/2023,2023-10-12,2
A/Bangkok/P3755/2023,2023-10-18,1
A/Bangkok/P3755/2023,2023-10-23,1
A/Bangkok/P3755/2023,2023-10-24,1
A/Bangkok/P3755/2023,2023-10-29,1
A/Bangkok/P3755/2023,2023-10-30,2
A/Bangkok/P3755/2023,2023-11-08,1
A/Bangkok/P3755/2023,2023-11-13,1
A/Bangkok/P3755/2023,2023-12-07,1
A/Bangkok/P3755/2023,2023-12-12,1
A/Bangkok/P3755/2023,2024-01-19,1
A/Bangkok/P3755/2023,2024-01-27,1
A/Bangkok/P3755/2023,2024-01-31,1
A/Bangkok/P3755/2023,2024-02-01,2
A/Bangkok/P3755/2023,2024-02-08,1
A/Bangkok/P3755/2023,2024-02-15,1
A/Bangkok/P3755/2023,2024-02-16,2
A/Bangkok/P3755/2023,2024-02-21,2
A/Bangkok/P3755/2023,2024-02-25,1
A/Bangkok/P3755/2023,2024-02-27,1
A/Bangkok/P3755/2023,2024-03-14,1
A/Bangkok/P3755/2023,2024-03-15,2
A/Bangkok/P3755/2023,2024-03-18,1
A/Bangkok/P3755/2023,2024-03-19,1
A/Bhutan/0006/2023,2023-03-08,5
A/Bhutan/0845/2023,2023-01-09,1
A/Bhutan/0845/2023,2023-07-19,1
A/Bhutan/0845/2023,2023-07-28,1
A/Bhutan/0845/2023,2023-08-08,1
A/Bhutan/0845/2023,2023-08-31,1
A/Bhutan/0845/2023,2023-09-18,1
A/Bhutan/0845/2023,2023-09-23,1
A/Bhutan/0845/2023,2023-09-27,1
A/Bhutan/0845/2023,2023-10-17,2
A/Bhutan/0845/2023,2023-10-25,3
A/Bhutan/0845/2023,2023-10-26,1
A/Bhutan/0845/2023,2023-10-28,1
A/Bhutan/0845/2023,2023-10-29,2
A/Bhutan/0845/2023,2023-11-01,1
A/Bhutan/0845/2023,2023-11-03,2
A/Bhutan/0845/2023,2023-11-04,1
A/Bhutan/0845/2023,2023-11-05,1
A/Bhutan/0845/2023,2023-11-06,2
A/Bhutan/0845/2023,2023-11-14,2
A/Bhutan/0845/2023,2023-11-16,1
A/Bhutan/0845/2023,2023-11-18,1
A/Bhutan/0845/2023,2023-11-19,2
A/Bhutan/0845/2023,2023-11-21,1
A/Bhutan/0845/2023,2023-11-23,1
A/Bhutan/0845/2023,2023-11-26,1
A/Bhutan/0845/2023,2023-11-28,3
A/Bhutan/0845/2023,2023-12-19,2
A/Bhutan/0845/2023,2023-12-27,1
A/Bhutan/0845/2023,2024-01-17,1
A/Bhutan/0845/2023,2024-01-23,1
A/Bhutan/0845/2023,2024-01-25,1
A/Bhutan/0845/2023,2024-01-30,1
A/Bhutan/0845/2023,2024-02-15,1
A/Bhutan/0845/2023,2024-03-14,1
A/Bhutan/0845/2023,2024-04-05,1
A/Bhutan/FLU-BTG-00988/2022,2022-08-30,1
A/Bhutan/FLU-BTG-00988/2022,2022-09-05,3
A/Bhutan/FLU-BTG-00988/2022,2022-09-06,6
A/Bhutan/FLU-BTG-00988/2022,2022-09-14,1
A/Bhutan/FLU-BTG-00988/2022,2022-09-27,1
A/Bhutan/FLU-BTG-00988/2022,2022-09-29,2
A/Bhutan/FLU-BTG-00988/2022,2022-09-30,1
A/Bhutan/FLU-BTG-00988/2022,2022-10-01,2
A/Bhutan/FLU-BTG-00988/2022,2022-10-03,3
A/Bhutan/FLU-BTG-00988/2022,2022-10-04,2
A/Bhutan/FLU-BTG-00988/2022,2022-10-06,1
A/Bhutan/FLU-BTG-00988/2022,2022-10-10,3
A/Bhutan/FLU-BTG-00988/2022,2022-10-11,3
A/Bhutan/FLU-BTG-00988/2022,2022-10-12,1
A/Bhutan/FLU-BTG-00988/2022,2022-10-13,2
A/Bhutan/FLU-BTG-00988/2022,2022-10-15,1
A/Bhutan/FLU-BTG-00988/2022,2022-10-17,2
A/Bhutan/FLU-BTG-00988/2022,2022-10-18,2
A/Bhutan/FLU-BTG-00988/2022,2022-10-19,1
A/Bhutan/FLU-BTG-00988/2022,2022-10-20,2
A/Bhutan/FLU-BTG-00988/2022,2022-10-21,1
A/Bhutan/FLU-BTG-00988/2022,2022-10-27,3
A/Bhutan/FLU-BTG-00988/2022,2022-10-31,1
A/Bhutan/FLU-BTG-00988/2022,2022-11-02,1
A/Bhutan/FLU-BTG-00988/2022,2022-11-04,1
A/Bhutan/FLU-BTG-00988/2022,2022-11-05,1
A/Bhutan/FLU-BTG-00988/2022,2022-11-08,1
A/Bhutan/FLU-BTG-00988/2022,2022-11-10,3
A/Bhutan/FLU-BTG-00988/2022,2022-11-16,1
A/Bhutan/FLU-BTG-00988/2022,2022-11-23,1
A/Bhutan/FLU-BTG-00988/2022,2022-11-25,1
A/Bhutan/FLU-BTG-00988/2022,2022-12-14,1
A/Bhutan/FLU-BTG-00988/2022,2022-12-20,2
A/Bhutan/FLU-BTG-00988/2022,2023-02-06,1
A/Bhutan/FLU-BTG-00988/2022,2023-03-03,1
A/Bhutan/FLU-BTG-00988/2022,2023-03-07,1
A/Busan/1301/2023,2022-04-23,1
A/Busan/1301/2023,2022-04-27,2
A/Busan/1301/2023,2022-05-10,2
A/Busan/1301/2023,2022-05-14,1
A/Busan/1301/2023,2022-05-17,2
A/Busan/1301/2023,2022-05-21,2
A/Busan/1301/2023,2022-05-27,3
A/Busan/1301/2023,2022-10-24,1
A/Busan/1301/2023,2023-03-26,1
A/Busan/1301/2023,2023-03-27,1
A/Busan/1301/2023,2023-04-03,1
A/Busan/1301/2023,2023-04-04,1
A/Busan/1301/2023,2023-04-17,4
A/Busan/1301/2023,2023-07-25,1
A/California/81/2023,2023-06-12,1
A/California/81/2023,2023-06-27,1
A/California/81/2023,2023-07-27,1
A/California/81/2023,2023-08-18,1
A/California/81/2023,2023-08-31,1
A/California/81/2023,2023-09-12,1
A/California/81/2023,2023-09-13,1
A/California/81/2023,2023-09-29,1
A/Catalonia/2041146NS/2023,2022-01-02,1
A/Catalonia/2041146NS/2023,2022-01-06,1
A/Catalonia/2041146NS/2023,2022-01-07,2
A/Catalonia/2041146NS/2023,2022-01-11,1
A/Catalonia/2041146NS/2023,2022-02-07,1
A/Catalonia/2041146NS/2023,2022-02-08,2
A/Catalonia/2041146NS/2023,2022-02-16,1
A/Catalonia/2041146NS/2023,2022-02-22,1
A/Catalonia/2041146NS/2023,2022-02-26,1
A/Catalonia/2041146NS/2023,2022-03-01,1
A/Catalonia/2041146NS/2023,2022-03-02,1
A/Catalonia/2041146NS/2023,2022-03-03,1
A/Catalonia/2041146NS/2023,2022-03-08,1
A/Catalonia/2041146NS/2023,2022-03-09,4
A/Catalonia/2041146NS/2023,2022-03-10,3
A/Catalonia/2041146NS/2023,2022-03-11,2
A/Catalonia/2041146NS/2023,2022-03-12,1
A/Catalonia/2041146NS/2023,2022-03-13,1
A/Catalonia/2041146NS/2023,2022-03-14,1
A/Catalonia/2041146NS/2023,2022-03-16,1
A/Catalonia/2041146NS/2023,2022-03-17,3
A/Catalonia/2041146NS/2023,2022-03-18,4
A/Catalonia/2041146NS/2023,2022-03-20,1
A/Catalonia/2041146NS/2023,2022-03-21,2
A/Catalonia/2041146NS/2023,2022-03-22,1
A/Catalonia/2041146NS/2023,2022-03-23,2
A/Catalonia/2041146NS/2023,2022-03-24,3
A/Catalonia/2041146NS/2023,2022-03-26,1
A/Catalonia/2041146NS/2023,2022-03-28,1
A/Catalonia/2041146NS/2023,2022-03-29,1
A/Catalonia/2041146NS/2023,2022-03-31,2
A/Catalonia/2041146NS/2023,2022-04-01,3
A/Catalonia/2041146NS/2023,2022-04-02,1
A/Catalonia/2041146NS/2023,2022-04-04,1
A/Catalonia/2041146NS/2023,2022-04-06,1
A/Catalonia/2041146NS/2023,2022-04-11,6
A/Catalonia/2041146NS/2023,2022-04-12,1
A/Catalonia/2041146NS/2023,2022-04-18,1
A/Catalonia/2041146NS/2023,2022-04-19,4
A/Catalonia/2041146NS/2023,2022-04-20,7
A/Catalonia/2041146NS/2023,2022-04-27,2
A/Catalonia/2041146NS/2023,2022-05-02,3
A/Catalonia/2041146NS/2023,2022-05-04,1
A/Catalonia/2041146NS/2023,2022-05-05,2
A/Catalonia/2041146NS/2023,2022-05-06,3
A/Catalonia/2041146NS/2023,2022-05-07,2
A/Catalonia/2041146NS/2023,2022-05-09,1
A/Catalonia/2041146NS/2023,2022-05-10,2
A/Catalonia/2041146NS/2023,2022-05-11,1
A/Catalonia/2041146NS/2023,2022-05-14,1
A/Catalonia/2041146NS/2023,2022-05-17,1
A/Catalonia/2041146NS/2023,2022-05-18,1
A/Catalonia/2041146NS/2023,2022-05-20,1
A/Catalonia/2041146NS/2023,2022-05-22,1
A/Catalonia/2041146NS/2023,2022-05-23,1
A/Catalonia/2041146NS/2023,2022-05-24,1
A/Catalonia/2041146NS/2023,2022-05-27,2
A/Catalonia/2041146NS/2023,2022-05-31,1
A/Catalonia/2041146NS/2023,2022-06-02,1
A/Catalonia/2041146NS/2023,2022-06-03,1
A/Catalonia/2041146NS/2023,2022-06-05,2
A/Catalonia/2041146NS/2023,2022-06-08,2
A/Catalonia/2041146NS/2023,2022-06-10,1
A/Catalonia/2041146NS/2023,2022-06-16,2
A/Catalonia/2041146NS/2023,2022-06-21,2
A/Catalonia/2041146NS/2023,2022-06-23,2
A/Catalonia/2041146NS/2023,2022-06-25,2
A/Catalonia/2041146NS/2023,2022-06-27,4
A/Catalonia/2041146NS/2023,2022-07-01,1
A/Catalonia/2041146NS/2023,2022-07-02,5
A/Catalonia/2041146NS/2023,2022-07-12,2
A/Catalonia/2041146NS/2023,2022-07-18,1
A/Catalonia/2041146NS/2023,2022-07-20,1
A/Catalonia/2041146NS/2023,2022-07-24,1
A/Catalonia/2041146NS/2023,2022-07-25,1
A/Catalonia/2041146NS/2023,2022-07-28,2
A/Catalonia/2041146NS/2023,2022-08-28,1
A/Catalonia/2041146NS/2023,2022-09-11,1
A/Catalonia/2041146NS/2023,2022-09-12,1
A/Catalonia/2041146NS/2023,2022-09-24,1
A/Catalonia/2041146NS/2023,2022-09-25,1
A/Catalonia/2041146NS/2023,2022-09-28,1
A/Catalonia/2041146NS/2023,2022-09-30,1
A/Catalonia/2041146NS/2023,2022-10-03,1
A/Catalonia/2041146NS/2023,2022-10-08,1
A/Catalonia/2041146NS/2023,2022-10-14,1
A/Catalonia/2041146NS/2023,2022-10-21,1
A/Catalonia/2041146NS/2023,2022-10-26,1
A/Catalonia/2041146NS/2023,2022-10-27,1
A/Catalonia/2041146NS/2023,2022-10-28,2
A/Catalonia/2041146NS/2023,2022-11-09,2
A/Catalonia/2041146NS/2023,2022-11-12,2
A/Catalonia/2041146NS/2023,2022-11-14,2
A/Catalonia/2041146NS/2023,2022-11-19,1
A/Catalonia/2041146NS/2023,2022-11-23,1
A/Catalonia/2041146NS/2023,2022-11-24,1
A/Catalonia/2041146NS/2023,2022-11-25,1
A/Catalonia/2041146NS/2023,2022-11-28,3
A/Catalonia/2041146NS/2023,2022-11-30,2
A/Catalonia/2041146NS/2023,2022-12-01,1
A/Catalonia/2041146NS/2023,2022-12-03,3
A/Catalonia/2041146NS/2023,2022-12-04,2
A/Catalonia/2041146NS/2023,2022-12-05,1
A/Catalonia/2041146NS/2023,2022-12-07,3
A/Catalonia/2041146NS/2023,2022-12-08,1
A/Catalonia/2041146NS/2023,2022-12-09,1
A/Catalonia/2041146NS/2023,2022-12-10,1
A/Catalonia/2041146NS/2023,2022-12-11,2
A/Catalonia/2041146NS/2023,2022-12-13,2
A/Catalonia/2041146NS/2023,2022-12-14,3
A/Catalonia/2041146NS/2023,2022-12-15,1
A/Catalonia/2041146NS/2023,2022-12-17,1
A/Catalonia/2041146NS/2023,2022-12-19,1
A/Catalonia/2041146NS/2023,2022-12-20,1
A/Catalonia/2041146NS/2023,2022-12-21,2
A/Catalonia/2041146NS/2023,2022-12-22,2
A/Catalonia/2041146NS/2023,2022-12-24,1
A/Catalonia/2041146NS/2023,2022-12-25,2
A/Catalonia/2041146NS/2023,2022-12-27,1
A/Catalonia/2041146NS/2023,2022-12-28,1
A/Catalonia/2041146NS/2023,2022-12-29,1
A/Catalonia/2041146NS/2023,2022-12-30,1
A/Catalonia/2041146NS/2023,2023-01-02,1
A/Catalonia/2041146NS/2023,2023-01-03,1
A/Catalonia/2041146NS/2023,2023-01-04,1
A/Catalonia/2041146NS/2023,2023-01-08,1
A/Catalonia/2041146NS/2023,2023-01-09,1
A/Catalonia/2041146NS/2023,2023-01-16,2
A/Catalonia/2041146NS/2023,2023-01-23,1
A/Catalonia/2041146NS/2023,2023-01-24,1
A/Catalonia/2041146NS/2023,2023-01-28,1
A/Catalonia/2041146NS/2023,2023-01-30,1
A/Catalonia/2041146NS/2023,2023-01-31,1
A/Catalonia/2041146NS/2023,2023-02-07,3
A/Catalonia/2041146NS/2023,2023-02-13,1
A/Catalonia/2041146NS/2023,2023-02-14,1
A/Catalonia/2041146NS/2023,2023-02-16,2
A/Catalonia/2041146NS/2023,2023-02-20,1
A/Catalonia/2041146NS/2023,2023-02-21,1
A/Catalonia/2041146NS/2023,2023-02-25,1
A/Catalonia/2041146NS/2023,2023-03-07,1
A/Catalonia/2041146NS/2023,2023-03-17,1
A/Catalonia/2041146NS/2023,2023-03-22,1
A/Catalonia/2041146NS/2023,2023-04-11,1
A/Catalonia/2041146NS/2023,2023-04-21,1
A/Catalonia/2041146NS/2023,2023-04-30,1
A/Catalonia/2041146NS/2023,2023-09-08,1
A/Catalonia/2041146NS/2023,2023-09-20,1
A/Catalonia/2041146NS/2023,2023-11-25,1
A/Catalonia/2041146NS/2023,2023-11-29,1
A/Catalonia/2041146NS/2023,2023-12-04,1
A/Catalonia/2041146NS/2023,2023-12-06,1
A/Catalonia/NSVH102124476/2023,2023-02-09,1
A/Catalonia/NSVH102124476/2023,2023-05-06,1
A/Catalonia/NSVH102124476/2023,2023-07-10,1
A/Catalonia/NSVH102124476/2023,2023-07-15,1
A/Catalonia/NSVH102124476/2023,2023-07-17,1
A/Catalonia/NSVH102124476/2023,2023-08-13,1
A/Catalonia/NSVH102124476/2023,2023-08-20,1
A/Catalonia/NSVH102124476/2023,2023-08-22,2
A/Catalonia/NSVH102124476/2023,2023-09-20,1
A/Catalonia/NSVH102124476/2023,2023-10-03,1
A/Catalonia/NSVH102124476/2023,2023-10-05,1
A/Catalonia/NSVH102124476/2023,2023-10-06,1
A/Catalonia/NSVH102124476/2023,2023-10-10,1
A/Chipata/15-NIC-001/2023,2023-07-26,1
A/Chipata/15-NIC-001/2023,2023-07-28,3
A/Chipata/15-NIC-001/2023,2023-07-31,1
A/Chipata/15-NIC-001/2023,2023-09-11,1
A/Darwin/6/2021,2022-04-20,1
A/Darwin/9/2021,2023-01-06,1
A/Darwin/9/2021,2023-11-19,1
A/EHIME/50/2023,2022-04-12,2
A/EHIME/50/2023,2022-09-29,1
A/EHIME/50/2023,2022-10-05,1
A/EHIME/50/2023,2022-10-06,1
A/EHIME/50/2023,2022-10-10,2
A/EHIME/50/2023,2022-10-13,1
A/EHIME/50/2023,2022-10-17,2
A/EHIME/50/2023,2022-10-18,1
A/EHIME/50/2023,2022-10-24,1
A/EHIME/50/2023,2022-10-26,1
A/EHIME/50/2023,2022-10-29,2
A/EHIME/50/2023,2022-10-30,2
A/EHIME/50/2023,2022-10-31,2
A/EHIME/50/2023,2022-11-01,1
A/EHIME/50/2023,2022-11-02,1
A/EHIME/50/2023,2022-11-03,1
A/EHIME/50/2023,2022-11-04,3
A/EHIME/50/2023,2022-11-05,1
A/EHIME/50/2023,2022-11-07,1
A/EHIME/50/2023,2022-11-08,2
A/EHIME/50/2023,2022-11-09,2
A/EHIME/50/2023,2022-11-10,3
A/EHIME/50/2023,2022-11-11,2
A/EHIME/50/2023,2022-11-13,2
A/EHIME/50/2023,2022-11-18,3
A/EHIME/50/2023,2022-11-19,2
A/EHIME/50/2023,2022-11-21,4
A/EHIME/50/2023,2022-11-22,2
A/EHIME/50/2023,2022-11-23,3
A/EHIME/50/2023,2022-11-24,1
A/EHIME/50/2023,2022-11-26,2
A/EHIME/50/2023,2022-11-27,1
A/EHIME/50/2023,2022-11-28,4
A/EHIME/50/2023,2022-11-29,1
A/EHIME/50/2023,2022-11-30,4
A/EHIME/50/2023,2022-12-01,2
A/EHIME/50/2023,2022-12-02,2
A/EHIME/50/2023,2022-12-03,1
A/EHIME/50/2023,2022-12-04,2
A/EHIME/50/2023,2022-12-05,3
A/EHIME/50/2023,2022-12-06,3
A/EHIME/50/2023,2022-12-08,1
A/EHIME/50/2023,2022-12-09,1
A/EHIME/50/2023,2022-12-10,1
A/EHIME/50/2023,2022-12-11,1
A/EHIME/50/2023,2022-12-12,2
A/EHIME/50/2023,2022-12-13,4
A/EHIME/50/2023,2022-12-14,4
A/EHIME/50/2023,2022-12-15,4
A/EHIME/50/2023,2022-12-16,2
A/EHIME/50/2023,2022-12-19,4
A/EHIME/50/2023,2022-12-20,4
A/EHIME/50/2023,2022-12-21,7
A/EHIME/50/2023,2022-12-22,4
A/EHIME/50/2023,2022-12-23,7
A/EHIME/50/2023,2022-12-24,2
A/EHIME/50/2023,2022-12-25,1
A/EHIME/50/2023,2022-12-26,4
A/EHIME/50/2023,2022-12-27,1
A/EHIME/50/2023,2022-12-28,3
A/EHIME/50/2023,2022-12-29,1
A/EHIME/50/2023,2022-12-30,1
A/EHIME/50/2023,2022-12-31,2
A/EHIME/50/2023,2023-01-05,1
A/EHIME/50/2023,2023-01-10,1
A/EHIME/50/2023,2023-01-12,1
A/EHIME/50/2023,2023-01-17,2
A/EHIME/50/2023,2023-01-22,1
A/EHIME/50/2023,2023-01-26,1
A/EHIME/50/2023,2023-01-27,2
A/EHIME/50/2023,2023-01-30,1
A/EHIME/50/2023,2023-02-02,1
A/EHIME/50/2023,2023-02-06,1
A/EHIME/50/2023,2023-02-12,1
A/EHIME/50/2023,2023-02-13,1
A/EHIME/50/2023,2023-03-01,1
A/EHIME/50/2023,2023-03-04,1
A/EHIME/50/2023,2023-03-07,2
A/EHIME/50/2023,2023-03-09,1
A/EHIME/50/2023,2023-03-13,1
A/EHIME/50/2023,2023-03-15,1
A/EHIME/50/2023,2023-03-17,1
A/EHIME/50/2023,2023-03-18,1
A/EHIME/50/2023,2023-03-21,1
A/EHIME/50/2023,2023-03-22,1
A/EHIME/50/2023,2023-03-24,2
A/EHIME/50/2023,2023-03-27,1
A/EHIME/50/2023,2023-03-29,2
A/Finland/391/2023,2022-01-12,1
A/Finland/391/2023,2022-04-11,1
A/Finland/391/2023,2022-04-12,1
A/Finland/391/2023,2022-07-25,1
A/Finland/391/2023,2022-08-05,1
A/Finland/391/2023,2022-08-13,1
A/Finland/391/2023,2022-08-26,2
A/Finland/391/2023,2022-08-29,1
A/Finland/391/2023,2022-08-30,1
A/Finland/391/2023,2022-08-31,1
A/Finland/391/2023,2022-09-01,2
A/Finland/391/2023,2022-09-02,2
A/Finland/391/2023,2022-09-04,1
A/Finland/391/2023,2022-09-06,3
A/Finland/391/2023,2022-09-08,1
A/Finland/391/2023,2022-09-09,1
A/Finland/391/2023,2022-09-11,1
A/Finland/391/2023,2022-09-12,2
A/Finland/391/2023,2022-09-13,3
A/Finland/391/2023,2022-09-14,1
A/Finland/391/2023,2022-09-16,1
A/Finland/391/2023,2022-09-18,3
A/Finland/391/2023,2022-09-19,1
A/Finland/391/2023,2022-09-20,8
A/Finland/391/2023,2022-09-21,4
A/Finland/391/2023,2022-09-23,2
A/Finland/391/2023,2022-09-24,1
A/Finland/391/2023,2022-09-26,2
A/Finland/391/2023,2022-09-29,4
A/Finland/391/2023,2022-09-30,1
A/Finland/391/2023,2022-10-01,1
A/Finland/391/2023,2022-10-02,5
A/Finland/391/2023,2022-10-03,2
A/Finland/391/2023,2022-10-04,3
A/Finland/391/2023,2022-10-05,4
A/Finland/391/2023,2022-10-06,9
A/Finland/391/2023,2022-10-07,4
A/Finland/391/2023,2022-10-08,3
A/Finland/391/2023,2022-10-09,2
A/Finland/391/2023,2022-10-10,5
A/Finland/391/2023,2022-10-11,2
A/Finland/391/2023,2022-10-12,9
A/Finland/391/2023,2022-10-13,2
A/Finland/391/2023,2022-10-14,3
A/Finland/391/2023,2022-10-15,3
A/Finland/391/2023,2022-10-16,3
A/Finland/391/2023,2022-10-17,6
A/Finland/391/2023,2022-10-18,7
A/Finland/391/2023,2022-10-19,11
A/Finland/391/2023,2022-10-20,3
A/Finland/391/2023,2022-10-21,12
A/Finland/391/2023,2022-10-22,2
A/Finland/391/2023,2022-10-23,4
A/Finland/391/2023,2022-10-24,13
A/Finland/391/2023,2022-10-25,7
A/Finland/391/2023,2022-10-26,11
A/Finland/391/2023,2022-10-27,7
A/Finland/391/2023,2022-10-28,3
A/Finland/391/2023,2022-10-30,2
A/Finland/391/2023,2022-10-31,10
A/Finland/391/2023,2022-11-01,4
A/Finland/391/2023,2022-11-02,9
A/Finland/391/2023,2022-11-03,9
A/Finland/391/2023,2022-11-04,7
A/Finland/391/2023,2022-11-05,6
A/Finland/391/2023,2022-11-06,5
A/Finland/391/2023,2022-11-07,4
A/Finland/391/2023,2022-11-08,13
A/Finland/391/2023,2022-11-09,12
A/Finland/391/2023,2022-11-10,13
A/Finland/391/2023,2022-11-11,9
A/Finland/391/2023,2022-11-12,4
A/Finland/391/2023,2022-11-13,6
A/Finland/391/2023,2022-11-14,14
A/Finland/391/2023,2022-11-15,16
A/Finland/391/2023,2022-11-16,9
A/Finland/391/2023,2022-11-17,12
A/Finland/391/2023,2022-11-18,10
A/Finland/391/2023,2022-11-19,5
A/Finland/391/2023,2022-11-20,5
A/Finland/391/2023,2022-11-21,24
A/Finland/391/2023,2022-11-22,21
A/Finland/391/2023,2022-11-23,17
A/Finland/391/2023,2022-11-24,13
A/Finland/391/2023,2022-11-25,14
A/Finland/391/2023,2022-11-26,12
A/Finland/391/2023,2022-11-27,16
A/Finland/391/2023,2022-11-28,22
A/Finland/391/2023,2022-11-29,23
A/Finland/391/2023,2022-11-30,19
A/Finland/391/2023,2022-12-01,22
A/Finland/391/2023,2022-12-02,13
A/Finland/391/2023,2022-12-03,14
A/Finland/391/2023,2022-12-04,11
A/Finland/391/2023,2022-12-05,32
A/Finland/391/2023,2022-12-06,27
A/Finland/391/2023,2022-12-07,33
A/Finland/391/2023,2022-12-08,28
A/Finland/391/2023,2022-12-09,32
A/Finland/391/2023,2022-12-10,13
A/Finland/391/2023,2022-12-11,9
A/Finland/391/2023,2022-12-12,41
A/Finland/391/2023,2022-12-13,36
A/Finland/391/2023,2022-12-14,20
A/Finland/391/2023,2022-12-15,43
A/Finland/391/2023,2022-12-16,35
A/Finland/391/2023,2022-12-17,5
A/Finland/391/2023,2022-12-18,14
A/Finland/391/2023,2022-12-19,36
A/Finland/391/2023,2022-12-20,31
A/Finland/391/2023,2022-12-21,32
A/Finland/391/2023,2022-12-22,23
A/Finland/391/2023,2022-12-23,22
A/Finland/391/2023,2022-12-24,15
A/Finland/391/2023,2022-12-25,6
A/Finland/391/2023,2022-12-26,10
A/Finland/391/2023,2022-12-27,19
A/Finland/391/2023,2022-12-28,36
A/Finland/391/2023,2022-12-29,26
A/Finland/391/2023,2022-12-30,18
A/Finland/391/2023,2022-12-31,6
A/Finland/391/2023,2023-01-01,1
A/Finland/391/2023,2023-01-02,17
A/Finland/391/2023,2023-01-03,14
A/Finland/391/2023,2023-01-04,14
A/Finland/391/2023,2023-01-05,10
A/Finland/391/2023,2023-01-06,11
A/Finland/391/2023,2023-01-07,3
A/Finland/391/2023,2023-01-08,5
A/Finland/391/2023,2023-01-09,14
A/Finland/391/2023,2023-01-10,19
A/Finland/391/2023,2023-01-11,14
A/Finland/391/2023,2023-01-12,11
A/Finland/391/2023,2023-01-13,8
A/Finland/391/2023,2023-01-14,3
A/Finland/391/2023,2023-01-15,1
A/Finland/391/2023,2023-01-16,6
A/Finland/391/2023,2023-01-17,15
A/Finland/391/2023,2023-01-18,7
A/Finland/391/2023,2023-01-19,17
A/Finland/391/2023,2023-01-20,5
A/Finland/391/2023,2023-01-21,4
A/Finland/391/2023,2023-01-22,6
A/Finland/391/2023,2023-01-23,11
A/Finland/391/2023,2023-01-24,7
A/Finland/391/2023,2023-01-25,5
A/Finland/391/2023,2023-01-26,3
A/Finland/391/2023,2023-01-27,5
A/Finland/391/2023,2023-01-28,2
A/Finland/391/2023,2023-01-29,2
A/Finland/391/2023,2023-01-30,11
A/Finland/391/2023,2023-01-31,8
A/Finland/391/2023,2023-02-01,6
A/Finland/391/2023,2023-02-02,3
A/Finland/391/2023,2023-02-03,9
A/Finland/391/2023,2023-02-05,4
A/Finland/391/2023,2023-02-06,5
A/Finland/391/2023,2023-02-07,7
A/Finland/391/2023,2023-02-08,6
A/Finland/391/2023,2023-02-09,4
A/Finland/391/2023,2023-02-10,2
A/Finland/391/2023,2023-02-11,2
A/Finland/391/2023,2023-02-12,1
A/Finland/391/2023,2023-02-13,5
A/Finland/391/2023,2023-02-14,9
A/Finland/391/2023,2023-02-15,6
A/Finland/391/2023,2023-02-16,3
A/Finland/391/2023,2023-02-18,1
A/Finland/391/2023,2023-02-19,2
A/Finland/391/2023,2023-02-20,3
A/Finland/391/2023,2023-02-21,3
A/Finland/391/2023,2023-02-22,5
A/Finland/391/2023,2023-02-23,2
A/Finland/391/2023,2023-02-24,1
A/Finland/391/2023,2023-02-25,3
A/Finland/391/2023,2023-02-26,2
A/Finland/391/2023,2023-02-27,1
A/Finland/391/2023,2023-02-28,3
